row_id,timestamp,alarm_id,confidence,classification,is_anomaly,model_type,processing_time,enrichment_data,taa_decision,alert_severity,source_ip,destination_ip,protocol,attack_category,enhanced_classification,enhanced_confidence,threat_score,enhanced_is_anomaly,classification_reasoning
496,"2025-07-23 11:07:50,229",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003996,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
497,"2025-07-23 11:07:50,229",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003626,present,alert_received,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
498,"2025-07-23 11:07:50,229",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.005045,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
499,"2025-07-23 11:07:50,230",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.003245,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
500,"2025-07-23 11:07:50,230",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003902,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
501,"2025-07-23 11:07:50,230",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.00384,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
502,"2025-07-23 11:08:05,290",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.005615,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion
503,"2025-07-23 11:08:05,290",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.003541,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
504,"2025-07-23 11:08:07,472",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003828,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
505,"2025-07-23 11:08:07,472",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003569,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
506,"2025-07-23 11:08:11,479",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003711,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
507,"2025-07-23 11:08:11,480",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.005304,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
508,"2025-07-23 11:08:11,482",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004012,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
509,"2025-07-23 11:08:11,482",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.004152,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
510,"2025-07-23 11:08:15,914",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004111,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion
511,"2025-07-23 11:08:15,914",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.00535,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
512,"2025-07-23 11:08:19,954",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.003678,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion
513,"2025-07-23 11:08:19,954",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003681,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
514,"2025-07-23 11:08:20,143",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004186,present,unknown,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
515,"2025-07-23 11:08:20,143",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004217,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
516,"2025-07-23 11:08:21,614",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003626,present,unknown,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
517,"2025-07-23 11:08:21,615",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.003994,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
518,"2025-07-23 11:08:21,617",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.003245,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
519,"2025-07-23 11:08:21,617",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.005044,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
520,"2025-07-23 11:08:21,617",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.00384,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
521,"2025-07-23 11:08:21,617",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004125,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
522,"2025-07-23 11:08:37,701",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.003541,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
523,"2025-07-23 11:08:37,701",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004391,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
524,"2025-07-23 11:08:38,963",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003569,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
525,"2025-07-23 11:08:38,963",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003834,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
526,"2025-07-23 11:08:46,872",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.004152,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
527,"2025-07-23 11:08:46,872",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.005304,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
528,"2025-07-23 11:08:46,872",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.00427,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
529,"2025-07-23 11:08:46,874",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003938,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
530,"2025-07-23 11:08:47,201",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.00535,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
531,"2025-07-23 11:08:47,201",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004389,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
532,"2025-07-23 11:08:51,644",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003681,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
533,"2025-07-23 11:08:51,644",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004741,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
534,"2025-07-23 11:08:51,646",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004217,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
535,"2025-07-23 11:08:51,646",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004736,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
536,"2025-07-23 11:08:53,270",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.003994,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
537,"2025-07-23 11:08:53,270",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003821,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
538,"2025-07-23 11:08:53,272",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004125,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
539,"2025-07-23 11:08:53,272",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.005044,present,unknown,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
540,"2025-07-23 11:08:53,272",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003796,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
541,"2025-07-23 11:08:53,272",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.00399,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
542,"2025-07-23 11:09:13,189",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004391,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
543,"2025-07-23 11:09:13,189",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004262,present,alert_received,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
544,"2025-07-23 11:09:13,291",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003834,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
545,"2025-07-23 11:09:13,291",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003672,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
546,"2025-07-23 11:09:19,777",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003938,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
547,"2025-07-23 11:09:19,777",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004494,present,alert_received,low,,,udp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown
548,"2025-07-23 11:09:19,780",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.00427,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
549,"2025-07-23 11:09:19,780",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.00402,present,alert_received,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
550,"2025-07-23 11:09:19,780",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004389,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
551,"2025-07-23 11:09:19,780",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003606,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
552,"2025-07-23 11:09:24,619",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.00399,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
553,"2025-07-23 11:09:24,619",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.005159,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
554,"2025-07-23 11:09:24,620",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003821,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
555,"2025-07-23 11:09:24,620",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004411,present,alert_received,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
556,"2025-07-23 11:09:24,622",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003796,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
557,"2025-07-23 11:09:24,622",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003104,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
558,"2025-07-23 11:09:35,503",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004736,present,unknown,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
559,"2025-07-23 11:09:35,503",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003511,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
560,"2025-07-23 11:09:41,950",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004741,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
561,"2025-07-23 11:09:41,950",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004023,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
562,"2025-07-23 11:09:44,456",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004262,present,unknown,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
563,"2025-07-23 11:09:44,457",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004479,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
564,"2025-07-23 11:09:44,524",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003672,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
565,"2025-07-23 11:09:44,524",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004145,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
566,"2025-07-23 11:09:51,115",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004494,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion
567,"2025-07-23 11:09:51,115",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003606,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
568,"2025-07-23 11:09:51,115",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004674,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
569,"2025-07-23 11:09:51,116",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004139,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
570,"2025-07-23 11:09:51,116",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.00402,present,unknown,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
571,"2025-07-23 11:09:51,117",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.005281,present,alert_received,low,,,udp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown
572,"2025-07-23 11:09:55,974",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003104,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
573,"2025-07-23 11:09:55,974",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004411,present,unknown,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
574,"2025-07-23 11:09:55,974",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.005533,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
575,"2025-07-23 11:09:55,974",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.003493,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
576,"2025-07-23 11:09:55,974",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.005159,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
577,"2025-07-23 11:09:55,977",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003718,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
578,"2025-07-23 11:10:06,839",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003511,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
579,"2025-07-23 11:10:06,839",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003763,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
580,"2025-07-23 11:10:15,784",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004479,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
581,"2025-07-23 11:10:15,784",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004916,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
582,"2025-07-23 11:10:15,828",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004145,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
583,"2025-07-23 11:10:15,828",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004623,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
584,"2025-07-23 11:10:22,466",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004139,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
585,"2025-07-23 11:10:22,466",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004852,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
586,"2025-07-23 11:10:22,466",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004674,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown
